journal,year,expected_title,filename,filename_match,pdf_title_exact_match,title_token_coverage,page_count,content_type_check,first_page_excerpt,manual_review_note,audit_status
JFE,2022,Price-setting in the foreign exchange swap market: Evidence from order flow,JFE_2022_PriceSettingInTheForeignExchangeSwapMarketEvidenceFromOrderFlow.pdf,true,true,1.000,24,main_paper,Journal of Financial Economics 146 (2022) 119–142 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec Price-setting in the foreign exchange swap market: Evidence from order,"",pass
JFE,2022,Liquidity in the global currency market,JFE_2022_LiquidityInTheGlobalCurrencyMarket.pdf,true,true,1.000,25,main_paper,"Journal of Financial Economics 146 (2022) 859–883 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec Liquidity in the global currency marketR Angelo Ranaldoa,∗ , Paolo San","",pass
JFE,2022,Refusing the best price?,JFE_2022_RefusingTheBestPrice.pdf,true,true,1.000,56,main_paper,"Refusing the Best Price? * Sida Li Brandeis University Mao Ye Cornell University, and NBER Miles Zheng University of Illinois at Urbana-Champaign Abstract The Regulation National Market System (Reg NMS) links fragmented stock exchanges by r","",pass
JFE,2023,Heterogeneous liquidity providers and night-minus-day return predictability,JFE_2023_HeterogeneousLiquidityProvidersAndNightMinusDayReturnPredictability.pdf,true,true,1.000,75,main_paper,"Heterogeneous Liquidity Providers and Night-minus-day Return Predictability Zhongjin Lu* , Steven Malliaris, and Zhongling (Danny) Qin Abstract We present and test a model to understand the puzzling fact that characteristics-sorted stock po","",pass
JFE,2023,Market power in wholesale funding: A structural perspective from the triparty repo market,JFE_2023_MarketPowerInWholesaleFundingAStructuralPerspectiveFromTheTripartyRepoMarket.pdf,true,true,1.000,71,main_paper,Market Power in Wholesale Funding: A Structural Perspective from the Triparty Repo Market∗ Amy Wang Huber† September 2022 Abstract I model and structurally estimate the equilibrium rates and volume on the Tri- party repo market to study imp,"",pass
JFE,2023,The limits of multi-dealer platforms,JFE_2023_TheLimitsOfMultiDealerPlatforms.pdf,true,true,1.000,75,main_paper,"The Limits of Multi-Dealer Platforms Chaojun Wang* The Wharton School, University of Pennsylvania Journal of Financial Economics, Volume 149, Issue 3, September 2023 Abstract On many important multi-dealer platforms, customers mostly reques","",pass
JFE,2024,Siphoned apart: A portfolio perspective on order flow segmentation,JFE_2024_SiphonedApartAPortfolioPerspectiveOnOrderFlowSegmentation.pdf,true,true,1.000,23,main_paper,"Journal of Financial Economics Siphoned apart: A portfolio perspective on order flow segmentation✩ MarkusBaldaufa,∗ , JoshuaMollnerb , BartZhouYueshenc a University of British Columbia, Sauder School of Business, 2053 Main Mall, Vancouver, ","",pass
JFE,2024,High-frequency trading in the stock market and the costs of options market making,JFE_2024_HighFrequencyTradingInTheStockMarketAndTheCostsOfOptionsMarketMaking.pdf,true,true,1.000,16,main_paper,"Edinburgh Research Explorer High-frequency trading in the stock market and the costs of options market making Citation for published version: Nimalendran, M, Rzayev, K & Sagade, S 2024, 'High-frequency trading in the stock market and the co","",pass
JFE,2024,Block trade contracting,JFE_2024_BlockTradeContracting.pdf,true,true,1.000,29,main_paper,"Journal of Financial Economics Block trade contracting✩ Markus Baldauf a, Christoph Frei b, Joshua Mollnerc, ∗ a University of British Columbia, Sauder School of Business, 2053 Main Mall, Vancouver, BC, V6T 1Z2, Canada b University of Alber","",pass
JFE,2024,"Efficient estimation of bid–ask spreads from open, high, low, and close prices",JFE_2024_EfficientEstimationOfBidAskSpreadsFromOpenHighLowAndClosePrices.pdf,true,true,1.000,17,main_paper,"Journal of Financial Economics Efficient estimation of bid–ask spreads from open, high, low, and close prices✩ David Ardia a, Emanuele Guidotti b, ∗, Tim A. Kroenckec,d a GERAD & Department of Decision Sciences, HEC Montréal, Canada b Insti","",pass
JFE,2024,Comparing factor models with price-impact costs,JFE_2024_ComparingFactorModelsWithPriceImpactCosts.pdf,true,true,1.000,27,main_paper,"LBS Research Online S Li, V DeMiguel and A Martin-Utrera Comparing Factor Models with Price-Impact Costs Article This version is available in the LBS Research Online repository: https://lbsresearch.london.edu/ id/eprint/3863/ Li, S, DeMigue","",pass
JFE,2025,Warp speed price moves: Jumps after earnings announcements,JFE_2025_WarpSpeedPriceMovesJumpsAfterEarningsAnnouncements.pdf,true,true,1.000,114,main_paper,"arXiv:2601.08962v2 [econ.EM] 15 Jan 2026 Warp Speed Price Moves: Jumps after Earnings Announcements Kim Christensen†‡ Allan Timmermann§ Bezirgen Veliyev†‡ November, 2024 Abstract Corporate earnings announcements unpack large bundles of publ","",pass
JFE,2025,Constrained liquidity provision in currency markets,JFE_2025_ConstrainedLiquidityProvisionInCurrencyMarkets.pdf,true,true,1.000,19,main_paper,"Journal of Financial Economics Constrained liquidity provision in currency markets✩ Wenqian Huanga , Angelo Ranaldo b , Andreas Schrimpfa,c , Fabricius Somogyi d, ∗ a Bank for International Settlements, Centralbahnplatz 2, 4052, Basel, Swit","",pass
JFE,2025,The retail habitat,JFE_2025_TheRetailHabitat.pdf,true,true,1.000,51,main_paper,"The Retail Habitat Toomas Laarits∗ Marco Sammon † First version: May 9, 2022 This version: May 10, 2023 Abstract Retail investors trade hard-to-value stocks. Controlling for size, stocks with a high share of retail-initiated trades are comp","",pass
JFE,2025,When do short sellers trade? Evidence from intraday data and implications for informed trading models,JFE_2025_WhenDoShortSellersTradeEvidenceFromIntradayDataAndImplicationsForInformedTradingModels.pdf,true,true,1.000,24,main_paper,Journal of Financial Economics 172 (2025) 104148 Contents lists available at ScienceDirect Journal of Financial Economics journal homepage: www.elsevier.com/locate/jfec When do short sellers trade? Evidence from intraday data and implicatio,"",pass
JFE,2025,Stealthy shorts: Informed liquidity supply,JFE_2025_StealthyShortsInformedLiquiditySupply.pdf,true,true,1.000,38,main_paper,EUR Research Information Portal Stealthy shorts: Informed liquidity supply Published in: Journal of Financial Economics Publication status and date: Published: 01/10/2025 DOI (link to publisher): 10.1016/j.jfineco.2025.104155 Document Versi,"",pass
JFE,2025,Differential access to dark markets and execution outcomes,JFE_2025_DifferentialAccessToDarkMarketsAndExecutionOutcomes.pdf,true,true,1.000,55,main_paper,"Diﬀerential access to dark markets and execution outcomes James Brugler and Carole Comerton-Forde* March 28, 2022 Abstract We compare dark pool trades across exchange-operated dark pools, where all trader types have equal access, and broker","",pass
JFE,2025,The retail execution quality landscape,JFE_2025_TheRetailExecutionQualityLandscape.pdf,true,true,1.000,17,main_paper,"Journal of Financial Economics The retail execution quality landscape6 Anne Haubo Dyhrberga , Andriy Shkilko a,b , Ingrid M. Werner c,d, ∗ a Wilfrid Laurier University, Canada b Macquarie University, Australia c The Ohio State University, U","",pass
